212.57475,212.57475,212.57475,215.029525
212.57475,212.57475,212.57475,212.9718
212.57475,212.57475,212.57475,213.426625
212.57475,212.57475,212.57475,216.495575
212.57475,212.57475,212.57475,216.11792499999999
212.57475,212.57475,212.57475,216.569325
212.57475,212.57475,212.57475,216.645425
212.57475,212.57475,212.57475,216.93035
212.57475,212.57475,212.57475,217.416775
212.57475,212.57475,212.57475,216.569375
212.57475,212.57475,212.57475,216.50895
212.57475,212.57475,212.57475,215.5855
212.57475,212.57475,212.57475,218.379975
212.57475,212.57475,212.57475,220.27885
212.57475,212.57475,212.57475,219.95737499999998
212.57475,212.57475,212.57475,224.079425
212.57475,212.57475,212.57475,222.587875
212.57475,212.57475,212.57475,224.24405
212.57475,212.57475,212.57475,223.40054999999998
212.57475,212.57475,212.57475,225.0
