199.934675,200.560425,200.0043,199.961125
199.934675,200.403975,199.94165,199.984375
199.934675,200.660025,199.96585,200.010925
199.934675,201.409875,200.0805,200.096725
199.934675,201.42,199.96552499999999,200.165225
199.934675,201.448225,200.0821,200.0104
199.934675,200.62715,199.93795,200.010225
199.934675,200.6381,199.945675,200.00985
199.934675,201.1105,199.9889,200.08105
199.934675,201.402525,200.144175,200.21805
199.934675,200.974475,199.945775,199.9412
199.934675,200.7764,199.9483,199.93885
199.934675,200.885375,199.98365,199.954325
199.934675,201.318425,200.06745,200.1829
199.934675,201.7188,200.013975,200.39885
199.934675,202.55845,199.962775,200.28245
199.934675,202.54115,199.976725,200.285975
199.934675,202.739975,199.98175,200.24205
199.934675,204.035,200.083425,200.036975
199.934675,199.934025,199.934675,200.1743
